[detection] Anomalies.
grid/test/metal_contamination/004.png@#@<p>Anomalies</p> {<34><21><52><27>}<delim>{<36><21><53><28>}
grid/test/metal_contamination/005.png@#@<p>Anomalies</p> {<53><19><62><34>}<delim>{<81><0><87><8>}
grid/test/metal_contamination/006.png@#@<p>Anomalies</p> {<54><7><63><19>}<delim>{<38><29><50><51>}<delim>{<64><3><75><23>}<delim>{<14><9><26><32>}<delim>{<25><11><36><35>}
grid/test/metal_contamination/007.png@#@<p>Anomalies</p> {<1><1><98><98>}
grid/test/metal_contamination/008.png@#@<p>Anomalies</p> {<24><16><37><35>}<delim>{<10><49><22><61>}<delim>{<24><2><40><27>}<delim>{<8><47><17><62>}
grid/test/metal_contamination/009.png@#@<p>Anomalies</p> {<0><0><100><100>}
grid/test/metal_contamination/010.png@#@<p>Anomalies</p> {<1><1><99><98>}
grid/test/thread/000.png@#@<p>Anomalies</p> {<0><0><100><98>}
grid/test/thread/001.png@#@<p>Anomalies</p> {<65><57><84><71>}<delim>{<25><3><41><15>}<delim>{<46><0><71><20>} <p>detection</p> {<65><57><84><71>}<delim>{<25><3><41><15>}
grid/test/thread/002.png@#@<p>Anomalies</p> {<1><1><98><98>}
grid/test/thread/003.png@#@<p>Anomalies</p> {<1><0><99><99>}
grid/test/thread/004.png@#@<p>Anomalies</p> {<43><37><99><65>}<delim>{<43><0><99><24>}
grid/test/thread/005.png@#@<p>Anomalies</p> {<30><14><58><49>}<delim>{<32><32><51><47>}<delim>{<35><14><62><39>}
grid/test/thread/006.png@#@<p>Anomalies</p> {<1><1><98><100>} <p>a wire mesh fence</p> {<1><1><98><100>}
grid/test/thread/007.png@#@<p>Anomalies</p> {<0><1><100><98>} {<1><1><100><100>}
grid/test/thread/008.png@#@<p>Anomalies</p> {<1><20><99><99>}
grid/test/thread/009.png@#@<p>Anomalies</p> {<1><0><100><100>}
grid/test/thread/010.png@#@<p>Anomalies</p> {<0><1><100><100>}<delim>{<56><24><71><69>}<delim>{<38><11><54><71>}<delim>{<1><0><34><30>}<delim>{<47><1><61><35>}
hazelnut/test/crack/000.png@#@<p>Anomalies</p> {<21><13><80><87>}<delim>{<43><25><79><56>}
hazelnut/test/crack/001.png@#@<p>Anomalies</p> {<16><19><85><83>}
hazelnut/test/crack/002.png@#@<p>Anomalies</p> {<15><16><85><87>}
hazelnut/test/crack/003.png@#@<p>Anomalies</p> {<17><20><89><86>}
hazelnut/test/crack/004.png@#@<p>Anomalies</p> {<16><14><85><88>}<delim>{<17><29><84><89>}
hazelnut/test/crack/005.png@#@<p>Anomalies</p> {<15><20><87><85>}<delim>{<32><18><86><82>}
hazelnut/test/crack/006.png@#@<p>Anomalies</p> {<15><18><86><84>}
hazelnut/test/crack/007.png@#@<p>Anomalies</p> {<34><31><70><76>}<delim>{<15><24><49><67>}<delim>{<48><34><69><68>} <p>a cracked hazelnut shell</p> {<15><15><88><87>} <p>an open kernel</p> {<34><31><70><76>}
hazelnut/test/crack/008.png@#@<p>Anomalies</p> {<17><16><85><84>}
hazelnut/test/crack/009.png@#@<p>Anomalies</p> {<13><15><86><87>}
hazelnut/test/crack/010.png@#@<p>Anomalies</p> {<19><15><84><87>}<delim>{<19><12><84><87>}<delim>{<20><36><34><64>}
hazelnut/test/crack/011.png@#@<p>Anomalies</p> {<17><16><85><88>}
hazelnut/test/crack/012.png@#@<p>Anomalies</p> {<19><20><83><87>}
hazelnut/test/crack/013.png@#@<p>Anomalies</p> {<16><18><87><85>}
hazelnut/test/crack/014.png@#@<p>Anomalies</p> {<12><15><91><89>}<delim>{<53><46><73><69>} <p>a brown nut</p> {<12><15><91><89>} <p>a shell</p> {<12><15><91><89>}
hazelnut/test/crack/015.png@#@<p>Anomalies</p> {<16><14><87><90>}
hazelnut/test/crack/016.png@#@<p>Anomalies</p> {<15><14><88><86>}
hazelnut/test/crack/017.png@#@<p>Anomalies</p> {<17><18><86><84>}
hazelnut/test/cut/000.png@#@<p>Anomalies</p> {<13><14><89><88>}<delim>{<14><14><89><88>}
hazelnut/test/cut/001.png@#@<p>Anomalies</p> {<17><14><85><90>}
hazelnut/test/cut/002.png@#@<p>Anomalies</p> {<18><13><82><89>}<delim>{<24><16><80><70>}
hazelnut/test/cut/003.png@#@<p>Anomalies</p> {<17><18><86><86>}
hazelnut/test/cut/004.png@#@<p>Anomalies</p> {<17><13><86><88>}
hazelnut/test/cut/005.png@#@<p>Anomalies</p> {<17><12><85><89>}<delim>{<31><40><56><59>}
hazelnut/test/cut/006.png@#@<p>Anomalies</p> {<20><16><80><87>}
hazelnut/test/cut/007.png@#@<p>Anomalies</p> {<17><16><84><87>}
hazelnut/test/cut/008.png@#@<p>Anomalies</p> {<14><15><86><85>}<delim>{<40><16><68><79>}<delim>{<26><54><47><84>}
hazelnut/test/cut/009.png@#@<p>Anomalies</p> {<16><15><87><88>}<delim>{<17><22><50><56>}<delim>{<40><42><70><86>}
hazelnut/test/cut/010.png@#@<p>Anomalies</p> {<15><17><86><85>}
hazelnut/test/cut/011.png@#@<p>Anomalies</p> {<17><15><83><86>}
hazelnut/test/cut/012.png@#@<p>Anomalies</p> {<13><16><87><85>}
hazelnut/test/cut/013.png@#@<p>Anomalies</p> {<20><38><45><65>}<delim>{<50><52><78><66>}
hazelnut/test/cut/014.png@#@<p>Anomalies</p> {<17><20><86><87>}<delim>{<39><42><59><69>}<delim>{<52><55><70><81>}
hazelnut/test/cut/015.png@#@<p>Anomalies</p> {<19><15><83><86>}<delim>{<37><16><81><60>}<delim>{<21><29><51><72>} <p>a nut</p> {<19><15><83><86>}
hazelnut/test/cut/016.png@#@<p>Anomalies</p> {<15><16><85><86>}<delim>{<17><16><49><85>}
hazelnut/test/good/000.png@#@<p>Anomalies</p> {<15><16><88><87>}
hazelnut/test/good/001.png@#@<p>Anomalies</p> {<14><19><85><83>}
hazelnut/test/good/002.png@#@<p>Anomalies</p> {<21><18><80><85>}<delim>{<40><19><79><57>}<delim>{<22><19><46><35>}<delim>{<22><48><50><68>}<delim>{<22><53><30><66>}
hazelnut/test/good/003.png@#@<p>Anomalies</p> {<16><18><84><85>}
hazelnut/test/good/004.png@#@<p>Anomalies</p> {<12><18><89><85>}
hazelnut/test/good/005.png@#@<p>Anomalies</p> {<16><17><87><84>}<delim>{<16><20><85><83>}
hazelnut/test/good/006.png@#@<p>Anomalies</p> {<17><18><84><85>}
hazelnut/test/good/007.png@#@<p>Anomalies</p> {<15><16><87><85>}
hazelnut/test/good/008.png@#@<p>Anomalies</p> {<14><19><87><85>}<delim>{<16><32><85><83>}
hazelnut/test/good/009.png@#@<p>Anomalies</p> {<18><20><83><83>}
hazelnut/test/good/010.png@#@<p>Anomalies</p> {<16><17><86><87>}
hazelnut/test/good/011.png@#@<p>Anomalies</p> {<16><17><83><85>}
hazelnut/test/good/012.png@#@<p>Anomalies</p> {<16><18><84><85>}
hazelnut/test/good/013.png@#@<p>Anomalies</p> {<15><19><83><84>}
hazelnut/test/good/014.png@#@<p>Anomalies</p> {<18><13><83><86>}<delim>{<20><28><79><65>}<delim>{<42><14><51><31>}
hazelnut/test/good/015.png@#@<p>Anomalies</p> {<19><20><83><83>}<delim>{<21><41><52><78>} <p>a nut</p> {<19><20><83><83>} <p>peeled open</p> {<19><20><83><83>} <p>a rough brown surface</p> {<20><22><82><82>}
hazelnut/test/good/016.png@#@<p>Anomalies</p> {<15><15><89><86>}<delim>{<43><16><70><26>}
hazelnut/test/good/017.png@#@<p>Anomalies</p> {<15><14><86><88>}
hazelnut/test/good/018.png@#@<p>Anomalies</p> {<18><16><83><86>}<delim>{<18><20><59><84>}<delim>{<17><74><25><94>}
hazelnut/test/good/019.png@#@<p>Anomalies</p> {<15><14><86><87>}
hazelnut/test/good/020.png@#@<p>Anomalies</p> {<17><19><83><85>}
hazelnut/test/good/021.png@#@<p>Anomalies</p> {<17><36><41><59>}<delim>{<17><36><41><59>}
hazelnut/test/good/022.png@#@<p>Anomalies</p> {<17><14><84><89>}
hazelnut/test/good/023.png@#@<p>Anomalies</p> {<10><15><89><87>}<delim>{<32><16><86><84>}
hazelnut/test/good/024.png@#@<p>Anomalies</p> {<18><13><85><87>}<delim>{<19><21><85><89>}
hazelnut/test/good/025.png@#@<p>Anomalies</p> {<14><16><89><87>}
hazelnut/test/good/026.png@#@<p>Anomalies</p> {<18><18><86><84>}
hazelnut/test/good/027.png@#@<p>Anomalies</p> {<16><16><86><87>}
hazelnut/test/good/028.png@#@<p>Anomalies</p> {<17><15><83><86>}
hazelnut/test/good/029.png@#@<p>Anomalies</p> {<17><18><84><86>}<delim>{<35><19><80><50>}
hazelnut/test/good/030.png@#@<p>Anomalies</p> {<15><19><86><85>}<delim>{<14><19><86><85>}
hazelnut/test/good/031.png@#@<p>Anomalies</p> {<19><13><83><87>}
hazelnut/test/good/032.png@#@<p>Anomalies</p> {<14><15><86><88>}
hazelnut/test/good/033.png@#@<p>Anomalies</p> {<15><12><86><89>}
hazelnut/test/good/034.png@#@<p>Anomalies</p> {<15><19><86><86>}<delim>{<45><24><83><55>}
hazelnut/test/good/035.png@#@<p>Anomalies</p> {<16><16><84><85>}
hazelnut/test/good/036.png@#@<p>Anomalies</p> {<16><16><85><83>}
hazelnut/test/good/037.png@#@<p>Anomalies</p> {<18><20><82><82>}<delim>{<20><17><83><79>}<delim>{<34><22><74><46>}
hazelnut/test/good/038.png@#@<p>Anomalies</p> {<14><19><86><85>}
hazelnut/test/good/039.png@#@<p>Anomalies</p> {<9><17><91><86>}
hazelnut/test/hole/000.png@#@<p>Anomalies</p> {<64><18><87><69>}<delim>{<40><35><62><51>}
hazelnut/test/hole/001.png@#@<p>Anomalies</p> {<19><16><83><86>}
hazelnut/test/hole/002.png@#@<p>Anomalies</p> {<12><16><89><87>}<delim>{<15><14><89><88>}
hazelnut/test/hole/003.png@#@<p>Anomalies</p> {<15><17><84><83>}
hazelnut/test/hole/004.png@#@<p>Anomalies</p> {<45><36><60><51>}<delim>{<47><37><59><47>}
hazelnut/test/hole/005.png@#@<p>Anomalies</p> {<16><15><83><87>}
hazelnut/test/hole/006.png@#@<p>Anomalies</p> {<17><14><85><89>}
hazelnut/test/hole/007.png@#@<p>Anomalies</p> {<16><15><83><87>}<delim>{<17><15><84><86>}
hazelnut/test/hole/008.png@#@<p>Anomalies</p> {<18><17><82><86>}
hazelnut/test/hole/009.png@#@<p>Anomalies</p> {<19><15><80><86>}<delim>{<34><16><68><50>}
hazelnut/test/hole/010.png@#@<p>Anomalies</p> {<17><20><84><83>}<delim>{<56><18><70><39>}
hazelnut/test/hole/011.png@#@<p>Anomalies</p> {<17><16><87><87>}
hazelnut/test/hole/012.png@#@<p>Anomalies</p> {<47><35><63><52>}<delim>{<13><17><89><85>}<delim>{<14><34><31><65>}
hazelnut/test/hole/013.png@#@<p>Anomalies</p> {<13><17><89><88>}
hazelnut/test/hole/014.png@#@<p>Anomalies</p> {<15><15><84><86>}
hazelnut/test/hole/015.png@#@<p>Anomalies</p> {<16><19><83><85>}<delim>{<16><17><84><85>}<delim>{<16><20><84><86>}
hazelnut/test/hole/016.png@#@<p>Anomalies</p> {<14><17><86><85>}
hazelnut/test/hole/017.png@#@<p>Anomalies</p> {<37><35><51><52>}<delim>{<37><36><49><48>}<delim>{<37><35><51><48>}<delim>{<37><35><49><48>}
hazelnut/test/print/000.png@#@<p>Anomalies</p> {<13><20><87><85>}
hazelnut/test/print/001.png@#@<p>Anomalies</p> {<16><20><85><83>}
hazelnut/test/print/002.png@#@<p>Anomalies</p> {<12><16><87><87>}<delim>{<33><19><50><42>}<delim>{<23><30><41><47>}<delim>{<68><33><86><49>}
hazelnut/test/print/003.png@#@<p>Anomalies</p> {<18><17><84><89>}
hazelnut/test/print/004.png@#@<p>Anomalies</p> {<15><14><86><87>}
hazelnut/test/print/005.png@#@<p>Anomalies</p> {<14><20><83><82>}<delim>{<35><19><60><34>}
hazelnut/test/print/006.png@#@<p>Anomalies</p> {<54><70><61><79>}<delim>{<35><52><50><68>}
hazelnut/test/print/007.png@#@<p>Anomalies</p> {<18><18><86><83>}
hazelnut/test/print/008.png@#@<p>Anomalies</p> {<16><16><84><86>}
hazelnut/test/print/009.png@#@<p>Anomalies</p> {<14><17><86><85>}<delim>{<62><39><84><70>}
hazelnut/test/print/010.png@#@<p>Anomalies</p> {<15><17><86><86>}
hazelnut/test/print/011.png@#@<p>Anomalies</p> {<18><19><84><83>}<delim>{<20><26><59><72>} <p>nut</p> {<18><19><84><83>}
hazelnut/test/print/012.png@#@<p>Anomalies</p> {<16><17><85><89>}<delim>{<40><18><58><33>}
hazelnut/test/print/013.png@#@<p>Anomalies</p> {<19><16><86><86>} <p>a nut</p> {<19><16><86><86>}
hazelnut/test/print/014.png@#@<p>Anomalies</p> {<16><20><87><82>}<delim>{<32><20><54><60>}<delim>{<16><44><36><60>} <p>nut</p> {<16><20><87><82>} <p>a nut</p> {<16><20><87><82>} <p>kernel</p> {<32><20><54><60>} <p>a shell</p> {<16><20><87><82>}
hazelnut/test/print/015.png@#@<p>Anomalies</p> {<14><17><89><86>}
hazelnut/test/print/016.png@#@<p>Anomalies</p> {<23><15><81><88>}<delim>{<19><14><67><85>}<delim>{<40><28><66><52>}
leather/test/color/000.png@#@<p>Anomalies</p> {<65><49><77><64>}<delim>{<68><51><78><63>}<delim>{<68><52><79><64>}<delim>{<68><53><79><65>}<delim>{<65><53><76><65>}
leather/test/color/001.png@#@<p>Anomalies</p> {<63><38><71><49>}
leather/test/color/002.png@#@<p>Anomalies</p> {<0><1><100><100>}
leather/test/color/003.png@#@<p>Anomalies</p> {<48><16><70><36>}<delim>{<48><12><71><34>}
leather/test/color/004.png@#@<p>Anomalies</p> {<1><0><100><98>} <p>a brown leather texture</p> {<1><0><100><98>}
leather/test/color/005.png@#@<p>Anomalies</p> {<0><0><100><100>}
leather/test/color/006.png@#@<p>Anomalies</p> {<26><23><45><29>}<delim>{<27><22><45><30>}
leather/test/color/007.png@#@<p>Anomalies</p> {<47><25><63><34>}<delim>{<48><25><62><35>}<delim>{<63><24><66><31>}<delim>{<63><0><68><3>}
leather/test/color/008.png@#@<p>Anomalies</p> {<64><44><82><65>}<delim>{<65><44><79><65>} <p>a brown leather seat</p> {<1><1><100><100>} <p>a small red stain</p> {<64><44><82><65>} <p>the leather seat</p> {<1><1><100><100>}
leather/test/color/009.png@#@<p>Anomalies</p> {<46><70><72><85>}<delim>{<1><3><19><34>}<delim>{<51><70><72><85>} <p>the texture of the leather</p> {<0><1><100><100>} <p>the leather texture</p> {<0><1><100><100>}
leather/test/color/010.png@#@<p>Anomalies</p> {<0><0><100><98>} {<0><0><100><98>}
leather/test/color/011.png@#@<p>Anomalies</p> {<27><61><35><76>}
leather/test/color/012.png@#@<p>Anomalies</p> {<63><45><78><58>}<delim>{<64><44><79><56>}<delim>{<65><46><77><54>}
leather/test/color/013.png@#@<p>Anomalies</p> {<34><67><58><78>}
leather/test/color/014.png@#@<p>Anomalies</p> {<48><8><59><20>}
leather/test/color/015.png@#@<p>Anomalies</p> {<30><37><44><59>}<delim>{<28><36><45><59>}<delim>{<30><38><45><58>}
leather/test/color/016.png@#@<p>Anomalies</p> {<26><53><38><63>}
leather/test/color/017.png@#@<p>Anomalies</p> {<63><40><79><56>}<delim>{<62><36><81><57>}<delim>{<59><37><74><55>}
leather/test/color/018.png@#@<p>Anomalies</p> {<67><69><78><80>}
leather/test/cut/000.png@#@<p>Anomalies</p> {<39><45><49><52>}<delim>{<46><43><50><51>}
leather/test/cut/001.png@#@<p>Anomalies</p> {<1><2><98><98>}
leather/test/cut/002.png@#@<p>Anomalies</p> {<1><26><26><43>}<delim>{<63><49><67><53>}<delim>{<24><27><30><33>}
leather/test/cut/003.png@#@<p>Anomalies</p> {<55><41><80><62>}
leather/test/cut/004.png@#@<p>Anomalies</p> {<54><23><64><47>}<delim>{<49><23><64><47>}
leather/test/cut/005.png@#@<p>Anomalies</p> {<1><0><100><100>} <p>a brown surface</p> {<1><1><100><100>} <p>a brown surface</p> {<1><1><100><100>} <p>a brown surface</p> {<1><1><100><100>} <p>a brown surface</p> {<1><1><100><100>} <p>a brown surface</p> {<1><1><100><100>} <p>a brown surface</p> {<1><1><100><100>} <p>a brown surface</p> {<1><1><100><100>} <p>a brown surface</p> {<1><1><100><100>}
leather/test/cut/006.png@#@<p>Anomalies</p> {<27><61><45><70>}<delim>{<26><59><43><68>}<delim>{<30><57><42><66>} <p>animal hide</p> {<1><0><100><100>} <p>brown leather</p> {<1><0><100><100>} <p>texture</p> {<1><0><100><100>} <p>upholstery material</p> {<1><0><100><100>}
leather/test/cut/007.png@#@<p>Anomalies</p> {<62><55><70><70>}
leather/test/cut/008.png@#@<p>Anomalies</p> {<56><49><72><60>}
leather/test/cut/009.png@#@<p>Anomalies</p> {<1><1><98><98>}
leather/test/cut/010.png@#@<p>Anomalies</p> {<1><1><99><99>}
leather/test/cut/011.png@#@<p>Anomalies</p> {<59><42><71><49>}<delim>{<66><38><74><48>}
leather/test/cut/012.png@#@<p>Anomalies</p> {<34><23><48><45>}
leather/test/cut/013.png@#@<p>Anomalies</p> {<70><45><82><63>}<delim>{<79><47><85><64>}<delim>{<73><48><83><65>} <p>Anomalies</p> {<70><45><82><63>}<delim>{<79><47><85><64>}
leather/test/cut/014.png@#@<p>Anomalies</p> {<1><1><98><100>}
leather/test/cut/015.png@#@<p>Anomalies</p> {<52><55><69><63>}<delim>{<58><57><64><61>}<delim>{<54><57><64><60>}
leather/test/cut/016.png@#@<p>Anomalies</p> {<62><51><70><71>} <p>a small hole</p> {<62><51><70><71>} <p>brown leather</p> {<0><1><100><100>}
leather/test/cut/017.png@#@<p>Anomalies</p> {<58><26><79><48>}
leather/test/cut/018.png@#@<p>Anomalies</p> {<47><21><83><51>}
leather/test/fold/000.png@#@<p>Anomalies</p> {<34><20><53><31>}<delim>{<37><22><52><30>}
leather/test/fold/001.png@#@<p>Anomalies</p> {<1><1><97><100>}<delim>{<16><31><46><52>}<delim>{<67><80><77><89>}
leather/test/fold/002.png@#@<p>Anomalies</p> {<1><1><100><100>}
leather/test/fold/003.png@#@<p>Anomalies</p> {<12><47><29><57>}
leather/test/fold/004.png@#@<p>Anomalies</p> {<0><0><100><100>}
leather/test/fold/005.png@#@<p>Anomalies</p> {<0><57><10><79>}<delim>{<16><48><44><73>}
leather/test/fold/006.png@#@<p>Anomalies</p> {<67><42><80><56>}<delim>{<53><37><71><64>}<delim>{<66><0><99><37>}
leather/test/fold/007.png@#@<p>Anomalies</p> {<43><33><56><77>}<delim>{<39><28><55><61>}
leather/test/fold/008.png@#@<p>Anomalies</p> {<1><1><98><98>}
leather/test/fold/009.png@#@<p>Anomalies</p> {<46><28><100><50>} <p>a scratch</p> {<46><28><100><50>} <p>a scuff</p> {<46><28><100><50>} <p>a blemish</p> {<46><28><100><50>}
leather/test/fold/010.png@#@<p>Anomalies</p> {<56><64><72><76>}<delim>{<31><42><37><48>}<delim>{<39><50><45><55>}<delim>{<76><66><97><77>}<delim>{<19><1><31><9>}
leather/test/fold/011.png@#@<p>Anomalies</p> {<30><21><45><33>}
leather/test/fold/012.png@#@<p>Anomalies</p> {<65><47><89><58>}
leather/test/fold/013.png@#@<p>Anomalies</p> {<0><0><100><100>}
leather/test/fold/014.png@#@<p>Anomalies</p> {<48><48><72><63>}<delim>{<51><48><69><62>} <p>Anomalies</p> {<48><48><72><63>}<delim>{<51><48><69><62>}
leather/test/fold/015.png@#@<p>Anomalies</p> {<1><0><99><100>}
leather/test/fold/016.png@#@<p>Anomalies</p> {<60><20><99><31>}<delim>{<84><15><100><30>}
leather/test/glue/000.png@#@<p>Anomalies</p> {<55><34><72><51>} {<55><34><72><51>}
leather/test/glue/001.png@#@<p>Anomalies</p> {<15><46><30><58>} <p>Anomalies</p> {<15><46><30><58>}
leather/test/glue/002.png@#@<p>Anomalies</p> {<56><53><67><64>} {<56><52><67><62>}
leather/test/glue/003.png@#@<p>Anomalies</p> {<57><15><80><43>} {<57><15><80><43>}
leather/test/glue/004.png@#@<p>Anomalies</p> {<26><59><35><67>}<delim>{<29><60><34><65>}<delim>{<28><59><34><64>}<delim>{<29><59><34><65>}
leather/test/glue/005.png@#@<p>Anomalies</p> {<26><65><39><81>}<delim>{<26><65><41><81>}<delim>{<26><67><40><81>} <p>a single water spot</p> {<26><65><39><81>} <p>brown leather</p> {<0><1><100><100>}
leather/test/glue/006.png@#@<p>Anomalies</p> {<56><49><70><63>} <p>a brown leather couch</p> {<1><1><100><100>} <p>a small spot of a dirt stain</p> {<56><49><70><63>} <p>dirt</p> {<56><49><70><63>} <p>a small spot of dirt</p> {<56><49><70><63>} <p>a dirt stain</p> {<56><49><70><63>}
leather/test/glue/007.png@#@<p>Anomalies</p> {<42><19><50><27>}<delim>{<64><77><73><88>}<delim>{<67><77><76><88>}
leather/test/glue/008.png@#@<p>Anomalies</p> {<54><17><63><24>}<delim>{<66><80><75><88>}<delim>{<76><81><85><89>}<delim>{<58><16><64><22>}
leather/test/glue/009.png@#@<p>Anomalies</p> {<13><44><25><54>}<delim>{<47><9><70><19>}<delim>{<1><14><16><24>}
leather/test/glue/010.png@#@<p>Anomalies</p> {<14><44><26><55>}
leather/test/glue/011.png@#@<p>Anomalies</p> {<0><1><99><100>}
leather/test/glue/012.png@#@<p>Anomalies</p> {<34><32><50><46>}
leather/test/glue/013.png@#@<p>Anomalies</p> {<0><0><100><100>}<delim>{<9><71><25><84>}<delim>{<0><68><13><83>} <p>a dark brown stain</p> {<0><0><100><100>} <p>a brown color</p> {<0><0><100><100>}
leather/test/glue/014.png@#@<p>Anomalies</p> {<24><15><34><30>}<delim>{<16><11><34><29>}
leather/test/glue/015.png@#@<p>Anomalies</p> {<1><38><39><58>}<delim>{<28><40><40><53>} <p>Anomalies</p> {<1><38><39><58>}<delim>{<28><40><40><53>}
leather/test/glue/016.png@#@<p>Anomalies</p> {<74><60><92><68>}<delim>{<51><34><63><45>}<delim>{<68><34><84><46>}
leather/test/glue/017.png@#@<p>Anomalies</p> {<60><42><87><63>} {<60><41><89><59>}
leather/test/glue/018.png@#@<p>Anomalies</p> {<1><1><100><100>} <p>a blemish</p> {<72><13><80><25>} on the texture of a brown leather chair
leather/test/good/000.png@#@<p>Anomalies</p> {<1><1><100><100>}
leather/test/good/001.png@#@<p>Anomalies</p> {<1><1><97><97>}
leather/test/good/002.png@#@<p>Anomalies</p> {<0><0><100><100>}
leather/test/good/003.png@#@<p>Anomalies</p> {<1><2><100><100>}
leather/test/good/004.png@#@<p>Anomalies</p> {<1><36><25><57>}<delim>{<24><29><35><46>}<delim>{<48><24><64><37>}<delim>{<73><35><89><51>}
leather/test/good/005.png@#@<p>Anomalies</p> {<1><28><30><44>}<delim>{<30><66><99><100>}
leather/test/good/006.png@#@<p>Anomalies</p> {<0><1><98><97>}
leather/test/good/007.png@#@<p>Anomalies</p> {<1><1><100><100>}
leather/test/good/008.png@#@<p>Anomalies</p> {<1><1><100><98>}
leather/test/good/009.png@#@<p>Anomalies</p> {<0><1><100><98>}
leather/test/good/010.png@#@<p>Anomalies</p> {<0><0><100><100>}
leather/test/good/011.png@#@<p>Anomalies</p> {<0><1><100><100>}
leather/test/good/012.png@#@<p>Anomalies</p> {<48><26><53><39>}<delim>{<73><0><81><21>}<delim>{<28><32><38><49>}
leather/test/good/013.png@#@<p>Anomalies</p> {<1><0><97><98>}
leather/test/good/014.png@#@<p>Anomalies</p> {<0><1><100><100>}
leather/test/good/015.png@#@<p>Anomalies</p> {<0><0><100><100>}
leather/test/good/016.png@#@<p>Anomalies</p> {<0><1><98><98>}
leather/test/good/017.png@#@<p>Anomalies</p> {<1><0><100><100>}
leather/test/good/018.png@#@<p>Anomalies</p> {<1><12><38><24>}<delim>{<35><29><76><38>}
leather/test/good/019.png@#@<p>Anomalies</p> {<0><1><99><27>}
leather/test/good/020.png@#@<p>Anomalies</p> {<0><0><100><100>}
leather/test/good/021.png@#@<p>Anomalies</p> {<0><1><98><26>}
leather/test/good/022.png@#@<p>Anomalies</p> {<0><1><99><100>}
leather/test/good/023.png@#@<p>Anomalies</p> {<0><0><100><100>}
leather/test/good/024.png@#@<p>Anomalies</p> {<1><0><100><100>}
leather/test/good/025.png@#@<p>Anomalies</p> {<0><0><100><100>}
leather/test/good/026.png@#@<p>Anomalies</p> {<0><0><100><100>}
leather/test/good/027.png@#@<p>Anomalies</p> {<0><1><99><98>}
leather/test/good/028.png@#@<p>Anomalies</p> {<0><0><100><100>}
leather/test/good/029.png@#@<p>Anomalies</p> {<1><2><99><98>}
leather/test/good/030.png@#@<p>Anomalies</p> {<1><1><100><100>}
leather/test/good/031.png@#@<p>Anomalies</p> {<1><2><96><98>}<delim>{<14><63><32><85>}<delim>{<1><2><96><98>}
leather/test/poke/000.png@#@<p>Anomalies</p> {<0><0><100><100>}
leather/test/poke/001.png@#@<p>Anomalies</p> {<0><1><99><98>}
leather/test/poke/002.png@#@<p>Anomalies</p> {<21><68><27><79>}<delim>{<36><66><43><75>}<delim>{<44><74><51><79>}<delim>{<24><49><34><57>}
leather/test/poke/003.png@#@<p>Anomalies</p> {<37><29><50><43>}
leather/test/poke/004.png@#@<p>Anomalies</p> {<81><45><92><54>}<delim>{<87><34><96><47>}<delim>{<74><31><79><42>}<delim>{<92><21><98><34>}
leather/test/poke/005.png@#@<p>Anomalies</p> {<27><43><39><54>}
leather/test/poke/006.png@#@<p>Anomalies</p> {<0><1><100><100>}
leather/test/poke/007.png@#@<p>Anomalies</p> {<38><48><47><58>}<delim>{<40><47><49><59>}
leather/test/poke/008.png@#@<p>Anomalies</p> {<72><64><83><75>}
leather/test/poke/009.png@#@<p>Anomalies</p> {<1><2><100><100>}
leather/test/poke/010.png@#@<p>Anomalies</p> {<63><23><72><30>}<delim>{<63><25><71><34>}<delim>{<63><23><72><34>}<delim>{<63><16><72><27>}
leather/test/poke/011.png@#@<p>Anomalies</p> {<38><17><49><29>}
leather/test/poke/012.png@#@<p>Anomalies</p> {<27><43><39><56>}<delim>{<19><33><43><56>}
leather/test/poke/013.png@#@<p>Anomalies</p> {<50><20><61><33>}<delim>{<51><20><60><33>}<delim>{<52><20><60><33>}
leather/test/poke/014.png@#@<p>Anomalies</p> {<19><56><32><78>}<delim>{<20><56><32><77>}
leather/test/poke/015.png@#@<p>Anomalies</p> {<56><44><65><57>}<delim>{<56><45><65><57>}
leather/test/poke/016.png@#@<p>Anomalies</p> {<30><25><40><46>}<delim>{<29><25><39><46>}
leather/test/poke/017.png@#@<p>Anomalies</p> {<76><59><84><72>}<delim>{<77><59><87><69>}
metal_nut/test/bent/000.png@#@<p>Anomalies</p> {<8><7><96><95>}
metal_nut/test/bent/001.png@#@<p>Anomalies</p> {<6><6><94><95>}
metal_nut/test/bent/002.png@#@<p>Anomalies</p> {<9><7><94><95>}
metal_nut/test/bent/003.png@#@<p>Anomalies</p> {<8><7><93><95>}
metal_nut/test/bent/004.png@#@<p>Anomalies</p> {<7><6><94><95>}
metal_nut/test/bent/005.png@#@<p>Anomalies</p> {<9><8><92><93>}
metal_nut/test/bent/006.png@#@<p>Anomalies</p> {<8><7><94><95>}
metal_nut/test/bent/007.png@#@<p>Anomalies</p> {<8><10><92><93>}
metal_nut/test/bent/008.png@#@<p>Anomalies</p> {<6><7><92><93>}<delim>{<8><8><54><53>}
metal_nut/test/bent/009.png@#@<p>Anomalies</p> {<10><8><93><93>}
metal_nut/test/bent/010.png@#@<p>Anomalies</p> {<8><6><94><96>}
metal_nut/test/bent/011.png@#@<p>Anomalies</p> {<10><9><89><92>}
metal_nut/test/bent/012.png@#@<p>Anomalies</p> {<8><7><94><95>}
